Race,County,District,Candidate Name,Party,Percent of Votes,Count of Votes,# Precincts Counted,Total # of Precincts,Winner Flag
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 1,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 2,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 3,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 4,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON 5,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ADDISON-RUTLAND,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ADDISON,ORANGE-WASHINGTON-ADDISON,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 1,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,GARY SWING and DAVID OLSZTA,BOILING FROG,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,JEROME SEGAL and JOHN DE GRAAF,BREAD AND ROSES,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,KEITH MCCORMIC and SAM BLASIAK,BULL MOOSE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,DON BLANKENSHIP and BILL MOHR,CONSTITUTION,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,H. BROOKE PAIGE and THOMAS JAMES WITMAN,GRUMPY OLD PATRIOTS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,PHIL COLLINS and BILLY JOE PARKER,PROHIBITION ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,ALYSON KENNEDY and MALCOLM JARRETT,SOCIALIST WORKERS,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,BROCK PIERCE and KARLA BALLARD,UNAFFILIATED,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-1,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-2,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",ALLIANCE,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-2,BRIAN CARROLL and AMAR PATEL,AMERICAN SOLIDARITY,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,BENNINGTON,BENNINGTON 2-2,BLAKE HUBER and FRANK ATWOOD,APPROVAL VOTING,0%,0,0,275,false
